gene	gene_name
ENSG00000248903.1	AP000867.1
ENSG00000249787.2	AC113385.1
ENSG00000248199.2	AC008877.1
ENSG00000249282.1	AC233724.6
ENSG00000176857.5	GJA1P1
ENSG00000229204.3	PTGES3P3
ENSG00000251675.1	AC010260.1
ENSG00000234259.3	AC008550.1
ENSG00000215110.7	UGT2B25P
ENSG00000203855.7	HSD3BP4
ENSG00000250934.2	AC016924.1
ENSG00000248236.1	AC008837.1
ENSG00000213376.4	GAPDHP71
ENSG00000251557.2	HNRNPKP3
ENSG00000215544.6	BCRP7
ENSG00000248155.1	CR545473.1
ENSG00000248200.2	AC093770.1
ENSG00000249104.2	USP17L17
ENSG00000249869.1	AC083906.2
ENSG00000250583.1	AC034232.2
ENSG00000251126.2	AC017007.5
ENSG00000250806.2	AC027315.1
ENSG00000225356.3	AC093840.1
ENSG00000249842.1	AC010486.3
ENSG00000249892.1	AC093857.1
ENSG00000248921.1	AC021193.1
ENSG00000249101.1	AC008834.1
ENSG00000249781.7	LINC02112
ENSG00000250247.1	SEPHS2P1
ENSG00000250637.2	AC134698.1
ENSG00000250309.2	AC008453.1
ENSG00000253102.1	AC004707.1
ENSG00000250402.2	AC109471.1
ENSG00000248184.1	LINC02283
ENSG00000251593.1	MSNP1
ENSG00000250238.1	AC253576.1
ENSG00000249754.2	NDUFB4P9
ENSG00000250101.1	AC106795.3
ENSG00000249889.1	ALG1L11P
ENSG00000249876.1	AC010285.2
ENSG00000251637.6	AP003716.1
ENSG00000231637.3	USP17L29
ENSG00000250071.1	AC093214.1
ENSG00000251553.1	DDX18P4
ENSG00000248994.2	AC124852.1
ENSG00000250351.1	AC233724.8
ENSG00000248597.2	AC126768.1
ENSG00000251464.2	RPL7L1P13
ENSG00000248779.1	AC093297.1
ENSG00000251506.1	AC010451.3
ENSG00000248340.2	AC106047.1
ENSG00000249950.1	AC010587.2
ENSG00000251189.1	AC010425.1
ENSG00000249998.1	AC106894.1
ENSG00000251056.1	ANKRD20A17P
ENSG00000250665.1	AC073429.1
ENSG00000251168.1	AC025174.1
ENSG00000249634.1	USP9YP5
ENSG00000250393.1	AC093664.1
ENSG00000251449.2	MTND1P19
ENSG00000249277.1	AC092436.3
ENSG00000248667.1	AC010486.1
ENSG00000250200.1	AC105914.1
ENSG00000250788.1	TUBB8P4
ENSG00000249770.1	MTND6P17
ENSG00000248138.5	AC097515.1
ENSG00000248223.1	AC026785.2
ENSG00000248713.1	C4orf54
ENSG00000179978.11	AC140134.1
ENSG00000248343.1	AC096576.2
ENSG00000251281.1	AC034223.2
ENSG00000251128.1	WWC2-AS1
ENSG00000250686.2	KHDRBS2-OT
ENSG00000250403.1	AC097460.2
ENSG00000249236.2	AC008892.1
ENSG00000248293.1	AC008413.1
ENSG00000248172.1	AC009720.1
ENSG00000248777.1	AC006499.1
ENSG00000251040.1	LINC02480
ENSG00000248610.1	HSPA8P4
ENSG00000251660.1	AC007036.3
ENSG00000248471.2	AC233724.4
ENSG00000248738.6	AC037441.1
ENSG00000249272.1	UNC93B8
ENSG00000248613.1	AC021146.3
ENSG00000249513.2	AC110751.1
ENSG00000248323.7	LUCAT1
ENSG00000250274.1	AC034199.1
ENSG00000227814.3	MRPS17P9
ENSG00000250986.1	LINC02600
ENSG00000250714.3	AC100861.2
ENSG00000249197.1	OR10J9P
ENSG00000250173.1	AC122719.2
ENSG00000250390.2	AP001790.1
ENSG00000228814.4	AC017007.1
ENSG00000251459.2	AC013724.1
ENSG00000249318.1	AC010468.2
ENSG00000188850.9	AC114947.1
ENSG00000250917.1	AL035458.2
ENSG00000251429.1	AC098679.2
ENSG00000250750.1	OR5BM1P
ENSG00000249960.2	AC067942.3
ENSG00000250993.1	AC020551.1
ENSG00000248971.2	KRT8P46
ENSG00000251383.1	LINC02483
ENSG00000229924.3	FAM90A26
ENSG00000249777.1	SAP18P1
ENSG00000248847.2	AC074087.1
ENSG00000251066.1	AC026700.1
ENSG00000250833.1	DNM1P17
ENSG00000250677.1	AC114781.3
ENSG00000249835.2	VCAN-AS1
ENSG00000249621.1	AC113349.1
ENSG00000249930.1	AC007016.1
ENSG00000248859.2	LINC01574
ENSG00000250329.1	KDELC1P1
ENSG00000249828.2	AC118282.3
ENSG00000248334.6	WHAMMP2
ENSG00000250579.2	AC022424.1
ENSG00000250422.1	AC117529.2
ENSG00000250145.1	AC114940.1
ENSG00000250884.1	OR7E85P
ENSG00000176183.8	AC233964.1
ENSG00000251635.2	LINC02278
ENSG00000214301.4	AC022296.1
ENSG00000249013.1	FTH1P21
ENSG00000213522.4	RAC1P5
ENSG00000249213.1	AC079097.1
ENSG00000287542.1	AC098582.1
ENSG00000251447.1	AC107027.2
ENSG00000250508.1	AP000808.1
ENSG00000181819.14	KCTD9P2
ENSG00000273046.1	AC012531.2
ENSG00000248687.2	AC024589.1
ENSG00000249776.5	AC124854.1
ENSG00000250826.2	HNRNPA3P13
ENSG00000250389.1	MTND6P2
ENSG00000250782.1	TAF11L14
ENSG00000249169.1	AC026780.1
ENSG00000248339.1	LINC02504
ENSG00000251446.1	AC113391.2
ENSG00000249885.1	ARHGEF38-IT1
ENSG00000248338.2	LINC02472
ENSG00000232615.4	AC026412.2
ENSG00000251270.1	AC108727.2
ENSG00000249840.2	GAPDHP76
ENSG00000250514.1	LINC02125
ENSG00000249602.1	AL589765.4
ENSG00000224062.4	TUBB4BP5
ENSG00000248801.7	C8orf34-AS1
ENSG00000248362.1	AC011352.1
ENSG00000251604.1	LINC01385
ENSG00000249316.2	AF131216.2
ENSG00000250037.1	AC091965.2
ENSG00000251376.1	AC034238.3
ENSG00000248426.1	AC113347.2
ENSG00000248799.1	AC022118.1
ENSG00000248591.1	AC109445.1
ENSG00000249542.2	EEF1A1P21
ENSG00000248924.2	AC139713.1
ENSG00000248375.1	AC104066.1
ENSG00000250218.1	ALDH1L1-AS1
ENSG00000248790.1	AC097103.1
ENSG00000250923.1	AC023141.12
ENSG00000249416.2	AC107393.1
ENSG00000249706.1	AC105384.1
ENSG00000249159.6	AC091965.1
ENSG00000251338.1	AC006499.7
ENSG00000250983.1	AC022296.2
ENSG00000249604.1	AC096564.2
ENSG00000250712.1	AC106872.8
ENSG00000248696.1	AC011406.1
ENSG00000251490.1	AC093763.1
ENSG00000249055.1	TBCAP3
ENSG00000250359.1	PTP4A1P4
ENSG00000250240.6	AC008840.1
ENSG00000248197.1	LINC00290
ENSG00000248488.2	PGAM4P2
ENSG00000236941.6	AC106872.1
ENSG00000248730.1	EGFLAM-AS4
ENSG00000248554.1	AC114956.2
ENSG00000250602.6	AC093535.1
ENSG00000251424.1	AC021146.9
ENSG00000255608.1	AC006063.1
ENSG00000250627.2	TTC39CP1
ENSG00000250535.1	STK19B
ENSG00000249008.1	AC097518.1
ENSG00000249534.2	LINC01258
ENSG00000248439.2	RPL23AP94
ENSG00000249830.1	LINC02162
ENSG00000249860.3	MTRNR2L5
ENSG00000248621.2	AC108019.1
ENSG00000249111.1	AC108517.1
ENSG00000249460.2	LINC02500
ENSG00000248651.1	GCSHP1
ENSG00000249547.1	AC092440.1
ENSG00000249539.1	MRPS36P2
ENSG00000248125.2	AC008700.1
ENSG00000249405.1	AC022441.1
ENSG00000251252.1	MTND2P31
ENSG00000248572.6	EGFLAM-AS2
ENSG00000248912.1	AC096736.1
ENSG00000248422.1	AC233724.3
ENSG00000249345.8	LINC02405
ENSG00000251264.1	AC098868.1
ENSG00000248128.1	AC114801.1
ENSG00000248980.1	AC019163.1
ENSG00000248925.1	AC021087.1
ENSG00000248647.2	AC012613.1
ENSG00000250615.1	AC008581.1
ENSG00000249425.1	LINC02477
ENSG00000250202.2	AC093827.2
ENSG00000249287.1	AC091874.3
ENSG00000248469.1	AC139491.1
ENSG00000196951.11	SCOC-AS1
ENSG00000249476.2	AC008467.1
ENSG00000224560.3	AC108043.1
ENSG00000248821.1	AC009238.3
ENSG00000250969.1	AC097658.2
ENSG00000250751.1	AC015795.1
ENSG00000250407.1	AC008728.1
ENSG00000250564.2	AC109454.3
ENSG00000248346.1	AC092435.1
ENSG00000248355.1	ARL2BPP6
ENSG00000212643.3	ZRSR2P1
ENSG00000251300.1	AC104596.2
ENSG00000249519.1	LINC01438
ENSG00000251353.1	MTND3P5
ENSG00000248880.1	ICE2P1
ENSG00000248863.2	AC097376.1
ENSG00000248552.1	AC074344.1
ENSG00000248431.2	AC021134.1
ENSG00000250406.2	AC109811.1
ENSG00000248546.3	ANP32C
ENSG00000250747.1	AC116345.2
ENSG00000250974.4	LINC02196
ENSG00000248283.2	CCNL2P1
ENSG00000249785.3	LINC02103
ENSG00000250273.1	PSMC1P5
ENSG00000205976.4	AC091951.1
ENSG00000248734.2	AC008906.1
ENSG00000249483.1	AC026726.1
ENSG00000250221.1	KRT8P32
ENSG00000206144.5	MAPK6P1
ENSG00000249699.1	LINC02261
ENSG00000249679.2	AC106897.1
ENSG00000248913.1	PHBP14
ENSG00000251211.1	AC136632.2
ENSG00000249763.1	AC114786.1
ENSG00000249727.2	AC097494.1
ENSG00000248709.3	AC008549.1
ENSG00000285635.1	AC021660.3
ENSG00000251634.2	AC145138.1
ENSG00000249778.1	TRMT112P2
ENSG00000249641.2	HOXC13-AS
ENSG00000248543.2	NPM1P41
ENSG00000249744.1	AC010374.2
ENSG00000251414.1	AC138956.2
ENSG00000205333.5	GOLGA2P1
ENSG00000249099.1	AC025475.1
ENSG00000249729.2	AC093755.1
ENSG00000248393.1	AC026782.1
ENSG00000251492.1	AC104136.1
ENSG00000223539.4	AC011431.1
ENSG00000249301.1	AC108120.2
ENSG00000248693.1	LINC02100
ENSG00000248409.2	AP000344.2
ENSG00000249582.1	RPL7L1P4
ENSG00000249563.1	AC098976.1
ENSG00000250600.1	ROPN1L-AS1
ENSG00000249737.1	AC020980.1
ENSG00000250169.1	MTND5P13
ENSG00000250604.1	AC098679.1
ENSG00000251401.2	AC093729.1
ENSG00000248928.1	AC008837.2
ENSG00000249028.2	AC004672.1
ENSG00000248234.1	AC091839.1
ENSG00000249419.1	AC023136.1
ENSG00000251483.2	LYPLA1P2
ENSG00000250906.1	AC131953.1
ENSG00000248109.2	MARCOL
ENSG00000248848.1	PPBPP2
ENSG00000251399.1	AC092542.1
ENSG00000248150.1	LINC02150
ENSG00000249558.1	RCC2P4
ENSG00000249848.1	AC112673.1
ENSG00000248489.2	LINC02062
ENSG00000251639.2	AC092535.2
ENSG00000251580.3	LINC02482
ENSG00000248853.1	AC113352.1
ENSG00000250066.1	AC093248.1
ENSG00000249245.2	NCOA4P3
ENSG00000251323.3	AP003086.1
ENSG00000273049.1	AC012531.3
ENSG00000251129.2	LINC02506
ENSG00000249865.1	AC027343.2
ENSG00000249635.1	AC109361.1
ENSG00000227118.3	BTF3P13
ENSG00000251395.1	FTH1P9
ENSG00000248694.1	AC079226.1
ENSG00000251398.2	LINC01256
ENSG00000175749.11	EIF3KP1
ENSG00000248145.2	AC016553.1
ENSG00000173966.7	AC095040.1
ENSG00000248447.2	AC107058.1
ENSG00000235043.3	TECRP1
ENSG00000250433.1	CLSTN2-AS1
ENSG00000251433.1	CCNHP1
ENSG00000234602.7	MCIDAS
ENSG00000250994.1	AC005355.1
ENSG00000250827.1	MFSD4BP1
ENSG00000249215.1	NCOA4P4
ENSG00000248328.1	MTCO3P28
ENSG00000232471.3	AC119751.1
ENSG00000250899.3	AC125807.2
ENSG00000249551.1	LINC02216
ENSG00000250982.2	GAPDHP35
ENSG00000250778.1	AC004980.4
ENSG00000250976.1	AC021491.3
ENSG00000251288.2	AC018797.2
ENSG00000248510.2	LINC02267
ENSG00000248578.1	NPM1P21
ENSG00000250834.1	KRT18P54
ENSG00000251226.1	AP001999.1
ENSG00000251214.1	AC025465.4
ENSG00000217791.4	ASS1P9
ENSG00000248843.1	AL645949.2
ENSG00000250227.1	TRIM60P14
ENSG00000251155.2	SEPT14P4
ENSG00000251308.1	MRPS33P3
ENSG00000251122.1	NIFKP2
ENSG00000124399.4	NDUFB4P12
ENSG00000250074.1	AC006499.2
ENSG00000213655.4	AC010493.1
ENSG00000249056.1	AC099343.1
ENSG00000251261.4	OR7H2P
ENSG00000248772.1	AC108729.3
ENSG00000271977.1	AC226119.2
ENSG00000248350.1	AC010265.1
ENSG00000213352.3	GAPDHP44
ENSG00000250951.1	USP9YP1
ENSG00000248122.1	APOOP4
ENSG00000250133.2	HOXC-AS2
ENSG00000248717.1	LINC02222
ENSG00000272304.1	AC096721.1
ENSG00000250902.1	SMAD1-AS1
ENSG00000251174.1	TSEN2P1
ENSG00000249073.1	WSPAR
ENSG00000250890.1	AL117351.2
ENSG00000249854.3	CDH18-AS1
ENSG00000248256.1	OCIAD1-AS1
ENSG00000108819.11	PPP1R9B
ENSG00000249234.1	AC108063.1
ENSG00000251493.5	FOXD1
ENSG00000251325.1	AC024132.3
ENSG00000249184.2	AC107074.1
ENSG00000251485.1	AC068134.3
ENSG00000250624.1	MTCYBP43
ENSG00000225455.3	TPI1P4
ENSG00000249855.1	EEF1A1P19
ENSG00000250322.2	AC026402.1
ENSG00000249373.2	AC093879.2
ENSG00000249472.1	AC147055.2
ENSG00000249924.2	AC097467.1
ENSG00000250257.1	LDHAL6DP
ENSG00000235183.3	SRP14P3
ENSG00000248322.1	AL117348.1
ENSG00000248539.1	LINC02117
ENSG00000250739.1	LINC01262
ENSG00000249320.1	AC133963.2
ENSG00000251647.2	AC114781.4
ENSG00000251112.2	AC106794.2
ENSG00000248188.2	AC005798.1
ENSG00000250488.2	LINC02233
ENSG00000249200.1	AC110775.1
ENSG00000169325.10	GUSBP12
ENSG00000250787.1	HMGN1P17
ENSG00000249310.2	APOBEC3B-AS1
ENSG00000248165.1	AC110760.1
ENSG00000248473.2	LINC01962
ENSG00000248637.1	AC108064.1
ENSG00000248773.1	AC108727.1
ENSG00000251552.1	COQ10BP2
ENSG00000250656.2	ST3GAL1P1
ENSG00000248885.1	AC118465.1
ENSG00000248685.6	LINC02484
ENSG00000248180.1	GAPDHP60
ENSG00000249175.1	AC008534.1
ENSG00000250475.1	AC017037.2
ENSG00000248962.1	AC025773.1
ENSG00000251373.1	AC092593.2
ENSG00000250197.1	HMGN1P15
ENSG00000249036.1	AC092674.1
ENSG00000250486.4	FAM218A
ENSG00000251102.1	CTBP2P4
ENSG00000249525.1	AC034159.1
ENSG00000249258.2	AC079193.2
ENSG00000249278.1	AC112249.1
ENSG00000283559.2	AC139491.6
ENSG00000251371.1	AC010634.1
ENSG00000250158.1	AC099509.2
ENSG00000248655.1	NOP56P1
ENSG00000183663.6	AC007992.1
ENSG00000251487.1	AC106744.2
ENSG00000250947.1	TRPC7-AS2
ENSG00000251569.1	AC093899.2
ENSG00000249019.2	AC108471.1
ENSG00000251342.1	AC026774.2
ENSG00000251556.1	AC091887.1
ENSG00000268803.1	AC114797.1
ENSG00000249025.1	ZNF519P4
ENSG00000249779.1	AC106800.2
ENSG00000248243.1	LINC02014
ENSG00000227040.4	AC022483.1
ENSG00000251431.1	AC245884.7
ENSG00000250915.2	AC209005.1
ENSG00000226432.3	AC010342.1
ENSG00000248527.1	MTATP6P1
ENSG00000250428.1	AC100858.1
ENSG00000235235.6	IGKV1OR2-1
ENSG00000270133.1	AC025766.1
ENSG00000250306.1	AC091826.1
ENSG00000251609.2	SETP12
ENSG00000253917.4	AC226119.1
ENSG00000250053.1	RARRES2P4
ENSG00000250471.2	GMPSP1
ENSG00000250769.2	AC119751.5
ENSG00000187900.4	OR5H7P
ENSG00000248262.1	AC108037.1
ENSG00000250761.2	AC093305.1
ENSG00000251601.1	AC022441.2
ENSG00000204801.7	FGF7P7
ENSG00000248209.1	AC097462.1
ENSG00000249675.1	AC097487.1
ENSG00000250425.1	OR7E35P
ENSG00000251581.1	MICE
ENSG00000213493.3	ACTN4P1
ENSG00000250893.1	AC098869.2
ENSG00000250816.1	DCAF13P2
ENSG00000249655.1	AC008434.1
ENSG00000249256.2	ATP5MGP3
ENSG00000250885.1	LINC02061
ENSG00000248645.1	AC106872.5
ENSG00000250268.3	ALG1L14P
ENSG00000212930.3	AC093281.1
ENSG00000251293.1	AC008574.1
ENSG00000249057.1	MAST4-IT1
ENSG00000251014.1	AC137549.1
ENSG00000250091.3	DNAH10OS
ENSG00000248187.1	AC078850.1
ENSG00000249105.2	AC096725.1
ENSG00000251455.1	AC092611.1
ENSG00000248569.1	AC026410.3
ENSG00000251448.2	AC063919.1
ENSG00000279240.1	AC063980.1
ENSG00000250635.1	CXXC5-AS1
ENSG00000249847.1	AC104619.2
ENSG00000250626.3	AC093909.4
ENSG00000249951.1	AC108067.1
ENSG00000248915.2	ACTR6P1
ENSG00000251687.1	AC104791.1
ENSG00000251679.1	AC073848.1
ENSG00000248747.1	AC107220.1
ENSG00000249004.1	PRMT5P1
ENSG00000248851.1	AC006427.1
ENSG00000248182.1	OR12D1
ENSG00000235062.4	BCRP5
ENSG00000248807.1	KRTAP9-12P
ENSG00000251430.1	MTCO3P27
ENSG00000248425.1	AC006296.1
ENSG00000250882.1	AC010261.1
ENSG00000251256.1	LINC02358
ENSG00000251017.1	AC093677.1
ENSG00000251413.1	AC068898.2
ENSG00000251219.2	LINC01217
ENSG00000250575.1	AL732372.3
ENSG00000249956.4	UGT2B24P
ENSG00000214280.3	AC046134.1
ENSG00000250476.1	ENPP7P9
ENSG00000248211.1	TRPC7-AS1
ENSG00000250442.1	EIF3KP3
ENSG00000230045.4	FAM90A15P
ENSG00000251427.1	AC111000.6
ENSG00000251002.8	AC244502.1
ENSG00000248769.1	AC139495.2
ENSG00000251596.1	HADHAP1
ENSG00000248521.1	AC092612.1
ENSG00000249906.1	AC006487.1
ENSG00000249731.1	AC126768.2
ENSG00000253816.3	AC138866.1
ENSG00000253550.1	AC016065.2
ENSG00000249791.1	AC008494.2
ENSG00000196472.4	AC111000.1
ENSG00000248766.2	AC093303.1
ENSG00000248313.1	CYP4F27P
ENSG00000249326.1	AC025183.2
ENSG00000249518.1	AC011352.2
ENSG00000250813.1	SERF1AP1
ENSG00000249721.1	AC112206.3
ENSG00000248715.2	AC105424.1
ENSG00000250629.1	AC091435.2
ENSG00000250752.2	RPL23AP96
ENSG00000250295.6	RDH10-AS1
ENSG00000248553.1	OR52H2P
ENSG00000215398.11	CR383658.1
ENSG00000248466.1	AC098827.1
ENSG00000251411.1	AC093827.3
ENSG00000251178.1	OR7E21P
ENSG00000250455.1	AC117532.1
ENSG00000249170.1	AC096713.1
ENSG00000249985.1	AC021146.6
ENSG00000247993.2	FOXD1-AS1
ENSG00000250831.1	AC074131.1
ENSG00000273217.1	AC008695.1
ENSG00000250480.3	AC034244.2
ENSG00000248642.1	OR10J2P
ENSG00000251195.1	AC105417.1
ENSG00000249798.1	HSD3BP3
ENSG00000249540.1	AC117383.2
ENSG00000251018.2	HMMR-AS1
ENSG00000249383.2	LINC02071
ENSG00000249226.1	SUCLG2P4
ENSG00000248139.2	CUL4AP1
ENSG00000250013.1	AC093286.1
ENSG00000251248.1	AC139720.2
ENSG00000251026.2	LINC02163
ENSG00000230069.3	LRRC37A15P
ENSG00000249894.1	AC024581.1
ENSG00000249038.2	AARSP1
ENSG00000214244.4	SETP21
ENSG00000250190.2	LINC02364
ENSG00000248573.1	PRYP6
ENSG00000248965.1	AC011389.2
ENSG00000268736.1	MTCO3P39
ENSG00000248124.7	RRN3P1
ENSG00000248998.2	EFL1P2
ENSG00000250580.1	SNRPCP8
ENSG00000250215.1	CIR1P2
ENSG00000251608.2	OR12D1
ENSG00000248282.1	MTCYBP44
ENSG00000249664.1	AC027338.1
ENSG00000250354.1	AC069272.1
ENSG00000250866.1	AC022424.2
ENSG00000250464.1	LRRC34P2
ENSG00000249963.1	EEF1A1P20
ENSG00000233915.4	UBE2Q2P10
ENSG00000249228.1	AC068944.1
ENSG00000248259.1	MTND4LP31
ENSG00000249106.1	AC097537.1
ENSG00000248951.2	MTCO2P32
ENSG00000248634.1	AC008588.1
ENSG00000250668.2	LINC02123
ENSG00000248540.3	AC010931.2
ENSG00000250522.1	AC004066.2
ENSG00000250410.1	AC112722.1
ENSG00000251533.2	LINC00605
ENSG00000248950.1	LDHBP3
ENSG00000250292.1	AC093844.1
ENSG00000249135.1	AC116347.2
ENSG00000270249.2	AC093668.1
ENSG00000248599.2	AC018781.1
ENSG00000248105.1	AC008885.1
ENSG00000251000.1	AC008592.3
ENSG00000251205.3	AC016598.2
ENSG00000250684.4	ADI1P2
ENSG00000250080.1	AC011416.1
ENSG00000248697.1	TOX4P1
ENSG00000250302.3	LINC01618
ENSG00000251310.1	AC107391.1
ENSG00000249264.1	EEF1A1P9
ENSG00000248720.1	RFPL4AP5
ENSG00000251212.1	MTND5P4
ENSG00000251034.2	AC087854.1
ENSG00000249852.1	AC145676.1
ENSG00000248121.8	SMURF2P1
ENSG00000248548.1	MTND4P8
ENSG00000248420.1	MTATP6P9
ENSG00000250794.2	ALG1L12P
ENSG00000249506.3	ZEB2P1
ENSG00000249176.1	AC027801.2
ENSG00000250135.1	AL049795.2
ENSG00000249041.1	AC009567.1
ENSG00000248989.1	STK19B
ENSG00000251253.1	MTHFD2P4
ENSG00000213480.3	AC093816.1
ENSG00000251206.1	AC010420.1
ENSG00000250385.2	AC106772.2
ENSG00000248736.3	AC094105.2
ENSG00000249112.1	AC112196.1
ENSG00000250189.2	AC097504.1
ENSG00000248205.1	AC106774.1
ENSG00000248984.1	AC004054.1
ENSG00000248242.1	AC004053.1
ENSG00000248287.1	SCGB1D5P
ENSG00000251051.1	ELL2P2
ENSG00000250669.1	AC112206.4
ENSG00000248944.1	FAM90A6P
ENSG00000251636.1	LINC01218
ENSG00000251361.1	AC012625.1
ENSG00000226074.4	PRSS44P
ENSG00000250138.4	AC139495.3
ENSG00000250154.1	MICE
ENSG00000250315.2	AC110760.3
ENSG00000251329.1	LINC02353
ENSG00000251186.1	AC105345.2
ENSG00000248545.2	AC092436.2
ENSG00000250640.2	OR7E41P
ENSG00000248359.2	AC010280.1
ENSG00000248377.1	HMGN1P9
ENSG00000249574.1	AC226118.1
ENSG00000251389.1	YTHDF1P1
ENSG00000251363.3	LINC02315
ENSG00000249495.1	AC117525.1
ENSG00000249022.2	AC093599.1
ENSG00000248781.1	PSMC1P4
ENSG00000249396.2	LINC02212
ENSG00000248729.1	MTCO1P30
ENSG00000238278.3	ALG1L6P
ENSG00000250474.2	WBP1LP2
ENSG00000248417.1	AC097535.1
ENSG00000251666.1	ZNF346-IT1
ENSG00000251220.2	RFPL4AP3
ENSG00000250630.1	MTCO1P35
ENSG00000249489.1	GAPDHP70
ENSG00000251182.2	LINC02497
ENSG00000249526.1	AC008667.1
ENSG00000250662.1	HNRNPKP5
ENSG00000249131.2	PSD2-AS1
ENSG00000251013.1	GAPDHP62
ENSG00000213332.4	SLC25A5P6
ENSG00000249943.1	AC097486.1
ENSG00000249738.10	AC008691.1
ENSG00000185040.13	SPDYE16
ENSG00000251152.1	AC025539.1
ENSG00000249438.2	KRT18P45
ENSG00000250140.1	AC026801.1
ENSG00000248378.1	AC022447.1
ENSG00000249426.1	AC093206.1
ENSG00000250001.1	AC027335.1
ENSG00000220157.4	HNRNPA1P12
ENSG00000248596.8	AC139491.2
ENSG00000251393.4	AC005280.1
ENSG00000251113.2	AC092593.1
ENSG00000251586.1	TET2-AS1
ENSG00000251138.7	AC090015.1
ENSG00000250338.1	AC095057.2
ENSG00000248352.1	TNXA
ENSG00000248308.1	AC138938.1
ENSG00000271958.1	AC021860.1
ENSG00000249448.1	MTCO1P24
ENSG00000249843.1	AC112198.4
ENSG00000250616.2	AC012645.1
ENSG00000248117.1	MICOS10P4
ENSG00000251163.1	PRELID3BP4
ENSG00000248221.1	STX18-IT1
ENSG00000251379.1	AC099550.1
ENSG00000249588.1	AC010280.3
ENSG00000249688.1	AC022447.6
ENSG00000248764.1	AC092435.2
ENSG00000249851.1	RPS27AP18
ENSG00000213716.3	FABP5P5
ENSG00000249993.1	BFSP2-AS1
ENSG00000249367.1	FABP5P12
ENSG00000230386.5	AC104057.1
ENSG00000249633.1	OR52V1P
ENSG00000248854.1	HNRNPH1P3
ENSG00000248920.2	USP17L19
ENSG00000235780.3	USP17L27
ENSG00000214743.4	MRPS5P3
ENSG00000214278.4	AC010442.2
ENSG00000248568.1	KRT8P48
ENSG00000249898.8	MCPH1-AS1
ENSG00000249990.1	MTCO2P24
ENSG00000249628.3	LINC00942
ENSG00000248265.2	AC023794.1
ENSG00000250767.1	AC139783.1
ENSG00000248744.1	AC108467.1
ENSG00000251169.2	LINC01843
ENSG00000251498.1	AC021146.10
ENSG00000249452.2	AC093878.1
ENSG00000226040.3	AC005740.1
ENSG00000250084.1	BX510359.5
ENSG00000250057.1	AC114781.2
ENSG00000250507.1	AC245884.6
ENSG00000250243.3	AC110296.1
ENSG00000251203.1	AC011726.1
ENSG00000250997.1	AC093853.1
ENSG00000248954.1	AC027801.1
ENSG00000249761.1	AC074133.1
ENSG00000250124.1	AC016550.3
ENSG00000213763.4	ACTBP2
ENSG00000249689.1	AC138517.1
ENSG00000248337.1	AC233724.2
ENSG00000250223.1	LINC01216
ENSG00000250569.1	NTAN1P2
ENSG00000248943.1	AC140125.1
ENSG00000250363.1	KRT18P21
ENSG00000249140.1	PRDX2P3
ENSG00000249710.1	AP001961.1
ENSG00000248571.1	AC106882.1
ENSG00000249708.1	AC112242.1
ENSG00000250242.1	AC094104.1
ENSG00000279686.1	AC142391.1
ENSG00000248574.1	ADAM20P2
ENSG00000250968.1	LINC02382
ENSG00000253399.1	AC078852.1
ENSG00000249026.2	CTNNA1P1
ENSG00000225011.4	AL671862.1
ENSG00000248929.1	HIGD1AP3
ENSG00000249381.1	LINC00500
ENSG00000250655.1	AC096661.1
ENSG00000251221.1	LINC01337
ENSG00000248228.2	SLIT2-IT1
ENSG00000251697.1	RN7SKP24
ENSG00000251698.1	RNA5SP445
ENSG00000251702.1	RNU6-857P
ENSG00000251703.1	RNU6-998P
ENSG00000251704.1	RF00561
ENSG00000251705.1	RNA5-8SP6
ENSG00000251706.1	RNU7-61P
ENSG00000251707.2	RNU7-37P
ENSG00000251711.1	RNU6-632P
ENSG00000251712.3	RNU7-20P
ENSG00000251714.1	RN7SKP67
ENSG00000251715.1	RF00263
ENSG00000251717.1	RNA5SP419
ENSG00000251718.1	RNU2-13P
ENSG00000251719.1	RNU6-408P
ENSG00000251720.1	RNU7-123P
ENSG00000251722.1	RNU5E-3P
ENSG00000251724.1	RNU7-175P
ENSG00000284336.1	MIR2277
ENSG00000251726.1	RNU7-41P
ENSG00000251727.1	RNU6-488P
ENSG00000251728.1	RF00019
ENSG00000251729.1	RNA5SP401
ENSG00000251730.1	RF00394
ENSG00000251732.1	RN7SKP122
ENSG00000251733.1	SCARNA8
ENSG00000251735.1	RF00402
ENSG00000251739.1	RNU6-1053P
ENSG00000251741.1	RNU4ATAC13P
ENSG00000251742.1	RN7SKP13
ENSG00000251744.1	RF00402
ENSG00000251745.1	RNU7-124P
ENSG00000251746.1	RNA5SP112
ENSG00000251747.1	RNU7-60P
ENSG00000251748.1	RNU4ATAC11P
ENSG00000251750.1	RNU5F-8P
ENSG00000251751.1	RN7SKP46
ENSG00000251752.1	RNU4-29P
ENSG00000251753.1	RNU6-75P
ENSG00000251754.1	RNU6-999P
ENSG00000251756.1	RNA5SP385
ENSG00000251757.1	RNU6-848P
ENSG00000251759.1	RN7SKP298
ENSG00000251760.1	RNA5SP418
ENSG00000251761.1	RNU6-138P
ENSG00000251763.1	RNU6-470P
ENSG00000251764.1	RNA5SP446
ENSG00000251766.1	RNA5SP518
ENSG00000251767.1	RNU7-8P
ENSG00000251768.1	RNA5SP217
ENSG00000251770.1	RNA5SP486
ENSG00000251771.2	RF00026
